openTime,open,high,low,close,volume,trend,volume_price_ratio,BB_MA,BB_UPPER,BB_LOWER,RSI,DOJI,HAMMER,SHOOTING_STAR
2024-11-17 04:00:00,90247.86,90888.0,90158.56,90550.8,2974.12,1,0.0328,91362.01,93316.87,89407.15,40.87,0,0,0
2024-11-17 00:00:00,90587.98,90888.0,89364.0,90247.86,4950.72,-1,0.0549,91206.26,93007.5,89405.02,42.72,0,0,0
2024-11-16 20:00:00,91100.23,91181.82,90300.0,90586.92,2578.37,-1,0.0285,91114.88,92818.91,89410.85,44.81,0,0,0
2024-11-16 16:00:00,90521.2,91396.03,90186.64,91100.24,3466.38,1,0.0381,91060.28,92716.05,89404.51,48.4,0,0,0
2024-11-16 12:00:00,91169.69,91320.0,90056.17,90521.2,5422.2,-1,0.0599,90971.88,92511.03,89432.73,50.29,0,0,0
2024-11-16 08:00:00,91117.52,91598.13,90993.15,91169.69,3972.7,1,0.0436,90879.88,92064.12,89695.64,52.7,1,0,0
2024-11-16 04:00:00,91252.04,91779.66,91064.24,91117.53,3028.28,-1,0.0332,90843.31,91914.97,89771.65,43.18,0,0,1
2024-11-16 00:00:00,91032.08,91709.06,90850.0,91252.03,4249.95,1,0.0466,90826.8,91858.77,89794.83,57.14,0,0,0
2024-11-15 20:00:00,90377.89,91850.0,90324.85,91032.07,7794.33,1,0.0856,90799.28,91769.78,89828.78,43.88,0,0,0
2024-11-15 16:00:00,88445.4,90844.9,88386.99,90377.89,8672.84,1,0.096,90737.54,91780.62,89694.46,47.21,0,0,0
2024-11-15 12:00:00,89741.24,90709.74,87754.45,88445.41,11903.83,-1,0.1346,90641.56,91946.24,89336.88,38.87,0,0,0
2024-11-15 08:00:00,87612.01,89771.99,87368.0,89741.25,6640.46,1,0.074,90541.9,92036.85,89046.95,47.97,0,0,0
2024-11-15 04:00:00,88218.22,88391.99,87073.38,87612.0,6883.98,-1,0.0786,90355.19,92261.12,88449.26,35.85,0,0,0
2024-11-15 00:00:00,87325.59,88473.7,87252.0,88218.21,6032.52,1,0.0684,90211.95,92375.71,88048.19,37.08,0,0,0
2024-11-14 20:00:00,89463.99,89464.0,86668.21,87325.59,11396.05,-1,0.1305,90028.6,92353.18,87704.02,34.34,0,0,0
2024-11-14 16:00:00,87947.99,89775.24,87526.74,89463.99,8531.96,1,0.0954,89954.33,92322.47,87586.19,46.77,0,0,0
2024-11-14 12:00:00,91491.85,91790.0,87829.57,87947.99,15118.04,-1,0.1719,89933.96,92321.98,87545.94,40.09,0,0,0
2024-11-14 08:00:00,90769.42,91657.77,90329.8,91491.86,8132.01,1,0.0889,89986.14,92435.74,87536.54,51.2,0,0,0
2024-11-14 04:00:00,89937.03,90850.0,89104.54,90769.42,6197.35,1,0.0683,89975.27,92417.97,87532.57,50.75,0,0,0
2024-11-14 00:00:00,90375.21,90566.0,89458.13,89937.02,7354.11,-1,0.0818,89931.07,92337.24,87524.9,46.3,0,0,0
2024-11-13 20:00:00,90193.5,91184.02,87970.98,90375.2,13317.17,1,0.1474,89896.62,92286.21,87507.03,47.82,1,0,0
2024-11-13 16:00:00,92540.0,93265.64,89969.87,90193.51,22766.28,-1,0.2524,89945.44,92397.34,87493.54,46.91,0,0,0
2024-11-13 12:00:00,87669.4,92690.0,87502.49,92540.01,25126.85,1,0.2715,89956.5,92424.48,87488.52,53.92,0,0,0
2024-11-13 08:00:00,87356.01,88083.0,87082.42,87669.39,6000.4,1,0.0684,89792.37,92428.64,87156.1,44.22,0,0,0
2024-11-13 04:00:00,87136.0,87692.69,86127.99,87356.0,9544.53,1,0.1093,89613.69,92484.22,86743.16,47.5,0,0,0
2024-11-13 00:00:00,87952.0,88562.94,87004.0,87136.0,10008.62,-1,0.1149,89429.39,92329.74,86529.04,43.72,0,0,0
2024-11-12 20:00:00,88704.28,89876.94,87379.59,87952.01,9317.21,-1,0.1059,89283.51,92074.82,86492.2,50.87,0,0,0
2024-11-12 16:00:00,86632.0,89764.38,85730.35,88704.28,14486.43,1,0.1633,89123.31,91799.9,86446.72,51.24,0,0,0
2024-11-12 12:00:00,87155.55,87860.0,85072.0,86632.0,19109.59,-1,0.2206,88895.92,91648.16,86143.68,48.33,0,0,0
2024-11-12 08:00:00,88983.35,89372.0,85229.0,87155.55,21526.29,-1,0.247,88765.04,91570.71,85959.37,43.97,0,0,0
2024-11-12 04:00:00,88047.45,89940.0,87700.0,88983.35,13408.12,1,0.1507,88760.27,91564.8,85955.74,52.66,0,0,0
2024-11-12 00:00:00,88648.0,89470.0,86561.35,88047.46,19452.24,-1,0.2209,88713.56,91535.11,85892.01,39.78,0,0,0
2024-11-11 20:00:00,86102.21,89530.54,86052.0,88647.99,23561.67,1,0.2658,88732.78,91530.18,85935.38,43.66,0,0,0
2024-11-11 16:00:00,84059.53,86650.0,83831.84,86102.21,19271.66,1,0.2238,88610.11,91741.47,85478.75,39.6,0,0,0
2024-11-11 12:00:00,82133.99,84263.51,81460.19,84059.54,17558.06,1,0.2089,88382.2,92316.49,84447.91,34.25,0,0,0
2024-11-11 08:00:00,81109.11,82380.94,81023.29,82134.0,8046.63,1,0.098,88028.41,92915.55,83141.27,31.51,0,0,0
2024-11-11 04:00:00,81612.23,81727.47,80432.0,81109.1,6018.85,-1,0.0742,87623.43,93372.03,81874.83,22.08,0,0,0
2024-11-11 00:00:00,80370.01,81846.71,80216.01,81612.23,7866.8,1,0.0964,87126.68,93290.57,80962.79,31.19,0,0,0
2024-11-10 20:00:00,79748.99,81500.0,78473.13,80370.01,12339.95,1,0.1535,86620.34,93345.2,79895.48,29.49,0,0,0
2024-11-10 16:00:00,79694.03,81069.99,79324.59,79748.99,11314.77,1,0.1419,86123.38,93257.23,78989.53,28.81,1,0,0
2024-11-10 12:00:00,79844.0,80080.0,79200.0,79694.03,9016.63,-1,0.1131,85614.11,93076.46,78151.76,25.23,0,0,0
2024-11-10 08:00:00,78832.36,80040.0,78832.36,79844.01,7359.56,1,0.0922,85035.56,92487.22,77583.9,22.43,0,0,0
2024-11-10 04:00:00,77205.97,79788.96,77138.0,78832.37,15561.73,1,0.1974,84419.34,91863.62,76975.06,24.02,0,0,0
2024-11-10 00:00:00,76677.46,77498.0,76492.0,77205.96,6237.46,1,0.0808,83892.03,91859.89,75924.17,19.12,0,0,0
2024-11-09 20:00:00,76204.91,76900.0,76179.0,76677.46,3127.23,1,0.0408,83368.36,91821.75,74914.97,8.46,0,0,0
2024-11-09 16:00:00,76319.91,76700.0,75714.66,76204.92,3958.68,-1,0.0519,82800.3,91585.91,74014.69,8.74,0,0,0
2024-11-09 12:00:00,76487.11,76541.53,76272.72,76319.9,2576.34,-1,0.0338,82199.06,91016.09,73382.03,5.54,0,0,0
2024-11-09 08:00:00,76529.07,76735.59,76358.91,76487.11,1956.65,-1,0.0256,81622.11,90332.09,72912.13,8.14,0,0,0
2024-11-09 04:00:00,76341.47,76795.69,76294.0,76529.08,2824.88,1,0.0369,81123.02,89794.82,72451.22,10.3,0,0,0
2024-11-09 00:00:00,76509.78,76639.84,76136.0,76341.47,2498.3,-1,0.0327,80579.03,88993.1,72164.96,12.61,0,0,0
2024-11-08 20:00:00,76912.58,77097.0,76300.23,76509.78,5073.69,-1,0.0663,79967.09,87583.28,72350.9,16.63,0,0,0
2024-11-08 16:00:00,76427.72,77199.99,75822.07,76912.58,9446.86,1,0.1228,79398.02,86128.01,72668.03,15.39,0,0,0
2024-11-08 12:00:00,75934.47,76584.6,75630.76,76427.72,9261.36,1,0.1212,78804.9,84290.16,73319.64,17.33,0,0,0
2024-11-08 08:00:00,76148.49,76320.0,75760.0,75934.46,3321.25,-1,0.0437,78328.74,82940.49,73716.99,17.7,0,0,0
2024-11-08 04:00:00,75890.79,76220.0,75686.0,76148.49,5001.36,1,0.0657,77966.6,82055.4,73877.8,20.77,0,0,0
2024-11-08 00:00:00,75857.89,76358.0,75555.0,75890.79,4416.58,1,0.0582,77671.02,81419.51,73922.53,17.97,1,0,0
2024-11-07 20:00:00,76530.4,76849.99,75494.0,75857.89,7047.4,-1,0.0929,77419.91,80864.75,73975.07,21.36,0,0,0
2024-11-07 16:00:00,76059.68,76718.99,75555.17,76530.39,13850.28,1,0.181,77172.07,80145.18,74198.96,42.03,0,0,0
2024-11-07 12:00:00,74745.99,76059.69,74512.19,76059.69,7599.95,1,0.0999,76943.54,79655.56,74231.52,42.61,0,0,0
2024-11-07 08:00:00,74757.58,75150.11,74649.54,74746.0,3766.42,-1,0.0504,76683.58,79126.06,74241.1,35.48,1,0,0
2024-11-07 04:00:00,75048.01,75048.01,74416.0,74757.58,5435.12,-1,0.0727,76437.7,78592.56,74282.84,34.12,0,0,0
2024-11-07 00:00:00,75571.99,76022.79,75003.83,75048.01,7170.25,-1,0.0955,76227.01,77849.82,74604.2,35.73,0,0,0
2024-11-06 20:00:00,75823.55,76400.0,75507.1,75571.99,9160.07,-1,0.1212,76089.0,77278.59,74899.41,41.34,0,0,1
2024-11-06 16:00:00,74297.99,75850.0,74150.0,75823.55,11500.39,1,0.1517,75999.46,77148.53,74850.39,45.37,0,0,0
2024-11-06 12:00:00,74272.0,74757.58,73488.0,74298.0,13980.05,1,0.1882,75879.25,77251.56,74506.94,34.08,1,0,0
2024-11-06 08:00:00,73370.89,74475.47,72656.31,74272.01,13990.39,1,0.1884,75758.99,77404.85,74113.13,29.9,0,0,0
2024-11-06 04:00:00,74348.53,75407.1,72727.0,73370.89,26064.9,-1,0.3552,75631.83,77459.23,73804.43,28.12,0,0,0
2024-11-06 00:00:00,69372.01,75000.0,69298.0,74348.53,29431.2,1,0.3959,75449.58,77599.57,73299.59,39.38,0,0,0
2024-11-05 20:00:00,68995.99,69898.02,68786.91,69372.01,5565.22,1,0.0802,75090.22,78504.2,71676.24,22.3,0,0,0
2024-11-05 16:00:00,69640.0,70577.91,68732.77,68995.99,8251.89,-1,0.1196,74743.37,78930.76,70555.98,22.09,0,0,0
2024-11-05 12:00:00,68810.03,70325.06,68666.0,69639.99,9273.83,1,0.1332,74388.78,79073.11,69704.45,26.01,0,0,0
2024-11-05 08:00:00,68894.0,69100.0,68615.11,68810.03,3105.14,-1,0.0451,73998.62,79166.62,68830.62,20.58,0,0,0
2024-11-05 04:00:00,68243.01,68976.0,68218.51,68893.99,3527.68,1,0.0512,73622.71,79190.37,68055.05,21.86,0,0,0
2024-11-05 00:00:00,67850.01,68255.0,67476.63,68243.0,3631.3,1,0.0532,73222.04,79205.69,67238.39,23.06,0,0,0
2024-11-04 20:00:00,67856.01,68106.07,66835.0,67850.01,6928.13,-1,0.1021,72800.99,79131.3,66470.68,22.26,1,0,0
2024-11-04 16:00:00,68646.01,68814.32,67251.5,67856.0,7022.6,-1,0.1035,72402.95,78902.48,65903.42,20.44,0,0,0
2024-11-04 12:00:00,68792.72,69264.52,68202.99,68646.01,6502.9,-1,0.0947,72034.81,78494.39,65575.23,22.15,0,0,0
2024-11-04 08:00:00,68618.0,69036.0,68470.0,68792.71,3061.68,1,0.0445,71659.72,77953.36,65366.08,21.48,0,0,0
2024-11-04 04:00:00,69047.86,69401.55,68618.0,68618.0,2753.26,-1,0.0401,71326.48,77457.87,65195.09,24.13,0,0,0
2024-11-04 00:00:00,68775.99,69500.0,68240.61,69047.86,3531.82,1,0.0512,71030.53,77015.78,65045.28,27.05,0,0,0
2024-11-03 20:00:00,68679.0,69358.0,68492.82,68775.99,3872.84,1,0.0563,70737.28,76528.74,64945.82,28.63,0,0,0
2024-11-03 16:00:00,68090.91,68693.81,67667.21,68679.0,4811.23,1,0.0701,70386.71,75839.35,64934.07,21.28,0,0,0
2024-11-03 12:00:00,68358.86,68560.0,67478.73,68090.9,6042.78,-1,0.0887,69997.55,74898.61,65096.49,38.32,0,0,0
2024-11-03 08:00:00,68397.42,68603.58,68200.01,68358.86,2460.8,-1,0.036,69653.2,73919.87,65386.53,44.07,1,0,0
2024-11-03 04:00:00,68379.9,68771.58,68303.99,68397.42,1961.64,1,0.0287,69368.69,73087.79,65649.59,36.97,1,0,0
2024-11-03 00:00:00,69374.74,69391.0,67864.16,68379.89,5846.41,-1,0.0855,69105.88,72195.75,66016.01,44.56,0,0,0
2024-11-02 20:00:00,69510.0,69571.99,69149.0,69374.74,1136.3,-1,0.0164,68882.39,71037.12,66727.66,54.94,0,0,0
2024-11-02 16:00:00,69393.18,69616.0,69215.0,69510.0,1553.52,1,0.0223,68710.63,69814.11,67607.15,64.56,0,0,0
2024-11-02 12:00:00,69608.0,69711.59,69000.14,69393.17,3365.13,-1,0.0485,68711.43,69816.89,67605.97,68.93,0,0,0
2024-11-02 08:00:00,69813.91,69838.62,69417.88,69608.0,1279.6,-1,0.0184,68720.73,69854.6,67586.86,70.45,0,0,0
2024-11-02 04:00:00,69599.99,69823.94,69446.0,69813.91,1298.15,1,0.0186,68728.27,69886.94,67569.6,65.78,0,0,0
2024-11-02 00:00:00,69496.0,69914.37,69479.91,69599.99,1888.98,1,0.0271,68769.42,70001.21,67537.63,60.71,0,0,1
2024-11-01 20:00:00,69268.0,69627.0,68854.5,69496.01,2161.51,1,0.0311,68800.91,70056.77,67545.05,61.88,0,0,0
2024-11-01 16:00:00,69387.78,70515.16,68820.14,69268.0,8722.26,-1,0.1259,68878.05,70113.97,67642.13,53.15,1,0,0
2024-11-01 12:00:00,70002.01,71632.95,69044.0,69387.77,12583.25,-1,0.1813,68999.28,70180.56,67818.0,59.15,0,0,0
2024-11-01 08:00:00,69273.7,70228.0,69237.26,70002.01,4258.63,1,0.0608,69091.7,70223.41,67959.99,67.14,0,0,0
2024-11-01 04:00:00,69369.99,69699.14,69080.0,69273.7,3840.13,-1,0.0554,69124.03,70246.06,68002.0,64.79,0,0,0
2024-11-01 00:00:00,70292.01,70470.0,68830.0,69369.99,6736.08,-1,0.0971,69163.55,70288.2,68038.9,63.21,0,0,0
2024-10-31 20:00:00,70092.07,70654.76,69685.76,70292.01,4587.62,1,0.0653,69230.13,70438.46,68021.8,70.1,0,0,0
2024-10-31 16:00:00,70620.01,70949.51,70036.0,70092.07,5987.52,-1,0.0854,69301.62,70600.81,68002.43,67.49,0,0,0
2024-10-31 12:00:00,72226.0,72276.0,70431.77,70620.0,10391.35,-1,0.1471,69413.3,70924.95,67901.65,64.06,0,0,0
2024-10-31 08:00:00,72417.19,72700.0,72149.79,72226.0,3129.22,-1,0.0433,69613.89,71538.05,67689.73,73.02,0,0,0
2024-10-31 04:00:00,72353.75,72478.0,72150.0,72417.19,2300.56,1,0.0318,69829.15,71965.06,67693.24,75.32,0,0,0
2024-10-31 00:00:00,72344.75,72599.99,72030.08,72353.74,2955.83,1,0.0409,70026.18,72323.06,67729.3,73.58,1,0,0
2024-10-30 20:00:00,71822.01,72961.0,71644.19,72344.74,5928.49,1,0.0819,70217.46,72611.18,67823.74,72.5,0,0,0
2024-10-30 16:00:00,72061.34,72197.5,71641.77,71822.01,3301.82,-1,0.046,70384.56,72753.17,68015.95,68.73,0,0,0
2024-10-30 12:00:00,71984.0,72470.0,71436.0,72061.34,7786.82,1,0.1081,70515.76,72936.74,68094.78,71.14,1,0,0
2024-10-30 08:00:00,72227.99,72604.97,71926.82,71983.99,3249.23,-1,0.0451,70652.0,73125.86,68178.14,72.95,0,0,0
2024-10-30 04:00:00,72234.0,72610.0,72100.0,72227.99,3065.87,-1,0.0424,70799.22,73301.69,68296.75,73.5,1,0,0
2024-10-30 00:00:00,72736.41,72785.72,72000.01,72234.0,3553.76,-1,0.0492,70935.14,73463.44,68406.84,70.54,0,0,0
2024-10-29 20:00:00,72536.38,72978.9,71864.65,72736.42,5257.36,1,0.0723,71076.74,73629.61,68523.87,83.25,0,0,0
2024-10-29 16:00:00,72402.0,73620.12,72350.7,72536.16,14376.0,1,0.1982,71235.29,73812.67,68657.91,79.8,0,0,1
2024-10-29 12:00:00,71452.02,72429.99,70929.0,72402.01,11510.01,1,0.159,71365.01,73794.67,68935.35,73.32,0,0,0
2024-10-29 08:00:00,71017.96,71578.95,70974.0,71452.01,4333.82,1,0.0607,71455.04,73727.45,69182.63,62.89,0,0,0
2024-10-29 04:00:00,70938.15,71370.0,70837.83,71017.97,5390.72,1,0.0759,71507.73,73687.17,69328.29,53.84,0,0,0
2024-10-29 00:00:00,69962.21,71587.88,69760.0,70938.14,9260.7,1,0.1305,71554.7,73618.62,69490.78,32.38,0,0,0
2024-10-28 20:00:00,69629.99,70270.0,69427.79,69962.21,5821.51,1,0.0832,71581.49,73535.99,69626.99,22.34,0,0,0
2024-10-28 16:00:00,68494.2,69900.0,68452.54,69629.98,7959.91,1,0.1143,71570.03,73576.51,69563.55,21.07,0,0,0
2024-10-28 12:00:00,68753.78,69280.0,68426.67,68494.2,7619.53,-1,0.1112,71496.17,73800.03,69192.31,17.0,0,0,1
2024-10-28 08:00:00,68415.52,68833.57,68238.81,68753.78,2668.86,1,0.0388,71408.65,74008.38,68808.92,22.46,0,0,0
2024-10-28 04:00:00,67727.59,68680.0,67618.0,68415.52,3228.45,1,0.0472,71265.08,74226.43,68303.73,17.85,0,0,0
2024-10-28 00:00:00,68021.69,68116.78,67677.77,67727.59,1748.51,-1,0.0258,71039.18,74321.2,67757.16,16.11,0,0,0
2024-10-27 20:00:00,67850.0,68332.05,67688.09,68021.7,2210.6,1,0.0325,70822.46,74306.68,67338.24,16.78,0,0,0
2024-10-27 16:00:00,67792.0,68000.0,67540.88,67850.0,1636.68,1,0.0241,70595.91,74252.91,66938.91,16.26,0,0,0
2024-10-27 12:00:00,67128.03,67858.0,67121.45,67791.99,2061.49,1,0.0304,70359.6,74156.54,66562.66,9.15,0,0,0
2024-10-27 08:00:00,67204.0,67266.49,67036.85,67128.04,1089.43,-1,0.0162,70122.44,74105.64,66139.24,8.5,0,0,0
2024-10-27 04:00:00,67289.57,67317.78,67120.0,67204.01,668.95,-1,0.01,69883.68,73966.97,65800.39,9.75,0,0,0
2024-10-27 00:00:00,67092.76,67325.46,66913.73,67289.57,986.04,1,0.0147,69633.9,73738.94,65528.86,12.79,0,0,0
2024-10-26 20:00:00,67178.0,67454.55,67084.0,67092.76,1108.08,-1,0.0165,69378.78,73416.49,65341.07,13.35,0,0,1
2024-10-26 16:00:00,66886.49,67181.82,66788.0,67177.99,1318.3,1,0.0196,69114.25,73026.41,65202.09,14.93,0,0,0
2024-10-26 12:00:00,67138.0,67180.0,66744.0,66886.49,2610.78,-1,0.039,68834.76,72512.09,65157.43,17.12,0,0,0
2024-10-26 08:00:00,67007.99,67264.34,66953.02,67138.0,1491.87,1,0.0222,68548.9,71778.28,65319.52,22.89,0,0,0
2024-10-26 04:00:00,66914.0,67240.02,66784.26,67007.99,1628.87,1,0.0243,68303.42,71180.97,65425.87,29.3,0,0,0
2024-10-26 00:00:00,66698.32,67050.2,66439.9,66914.0,3685.01,1,0.0551,68076.74,70646.58,65506.9,23.14,0,0,0
2024-10-25 20:00:00,66849.99,67392.52,65596.29,66698.33,6821.04,-1,0.1023,67851.1,70082.61,65619.59,24.0,1,0,0
2024-10-25 16:00:00,67690.01,67890.52,66006.6,66850.0,12819.56,-1,0.1918,67658.78,69454.39,65863.17,34.13,0,0,0
2024-10-25 12:00:00,68105.79,68771.49,67429.87,67690.01,6063.8,-1,0.0896,67562.64,69032.32,66092.96,44.99,0,0,0
2024-10-25 08:00:00,67531.96,68183.78,67286.28,68105.79,3432.6,1,0.0504,67489.19,68713.91,66264.47,53.6,0,0,0
2024-10-25 04:00:00,68007.99,68045.36,67250.0,67531.97,3239.25,-1,0.048,67432.97,68511.69,66354.25,46.81,0,0,0
2024-10-25 00:00:00,68198.27,68286.56,67836.0,68008.0,2103.47,-1,0.0309,67404.71,68378.22,66431.2,61.33,0,0,0
2024-10-24 20:00:00,68309.79,68850.0,67978.04,68198.28,3149.99,-1,0.0462,67409.92,68403.13,66416.71,62.43,0,0,0
2024-10-24 16:00:00,67701.21,68323.0,67350.01,68309.79,4018.2,1,0.0588,67417.6,68427.07,66408.13,62.68,0,0,0
2024-10-24 12:00:00,67286.0,67998.0,67262.0,67701.22,5556.69,1,0.0821,67399.59,68376.6,66422.58,56.86,0,0,0
2024-10-24 08:00:00,67123.09,67322.26,66700.0,67285.99,3627.58,1,0.0539,67364.88,68331.72,66398.04,51.13,0,1,0
2024-10-24 04:00:00,67213.16,67479.55,67068.75,67123.08,2168.25,-1,0.0323,67346.54,68309.26,66383.82,52.55,0,0,0
2024-10-24 00:00:00,66668.65,67612.12,66510.0,67213.16,4069.13,1,0.0605,67344.94,68309.19,66380.69,50.84,0,0,0
2024-10-23 20:00:00,66472.0,66807.37,66338.99,66668.65,2151.85,1,0.0323,67314.5,68333.09,66295.91,46.53,0,0,0
2024-10-23 16:00:00,66223.45,66573.58,65260.0,66472.0,7747.68,1,0.1166,67260.78,68414.44,66107.12,45.57,0,1,0
2024-10-23 12:00:00,66414.0,66910.15,65923.01,66223.44,6555.46,-1,0.099,67217.86,68441.15,65994.57,45.28,0,0,0
2024-10-23 08:00:00,66852.33,67048.0,66200.0,66414.0,4678.16,-1,0.0704,67193.1,68450.34,65935.86,45.7,0,0,0
2024-10-23 04:00:00,67082.1,67302.83,66800.0,66852.34,2205.04,-1,0.033,67195.51,68450.86,65940.16,41.02,0,0,0
2024-10-23 00:00:00,67426.01,67472.83,66890.0,67082.1,2192.05,-1,0.0327,67197.0,68452.04,65941.96,38.57,0,0,0
2024-10-22 20:00:00,67482.99,67836.01,67292.0,67426.0,1670.18,-1,0.0248,67222.37,68482.05,65962.69,48.75,0,0,0
2024-10-22 16:00:00,67282.27,67635.72,66920.0,67482.98,3629.35,1,0.0538,67249.61,68494.44,66004.78,43.14,0,0,0
2024-10-22 12:00:00,67299.15,67693.34,66644.18,67282.27,6233.59,-1,0.0926,67281.82,68484.39,66079.25,38.07,1,0,0
2024-10-22 08:00:00,67402.0,67526.67,66740.0,67299.15,5952.93,-1,0.0885,67295.47,68486.69,66104.25,36.5,0,0,0
2024-10-22 04:00:00,67390.01,67800.0,67278.02,67402.0,2582.69,1,0.0383,67271.94,68425.58,66118.3,45.38,1,0,0
2024-10-22 00:00:00,67377.5,67694.92,66571.42,67390.02,4530.23,1,0.0672,67239.95,68360.09,66119.81,51.83,1,0,0
2024-10-21 20:00:00,67763.99,67933.79,67366.66,67377.5,2091.99,-1,0.031,67237.46,68354.36,66120.56,54.74,0,0,0
2024-10-21 16:00:00,67341.02,67941.17,66894.0,67763.0,5541.17,1,0.0818,67211.92,68273.19,66150.65,59.23,0,0,0
2024-10-21 12:00:00,68238.0,68328.68,66840.67,67341.02,12814.66,-1,0.1903,67169.99,68101.59,66238.39,61.77,0,0,0
2024-10-21 08:00:00,68513.99,68661.0,68119.01,68238.01,4244.22,-1,0.0622,67187.24,68192.95,66181.53,74.82,0,0,0
2024-10-21 04:00:00,68940.0,69185.18,68488.33,68514.0,2657.04,-1,0.0388,67241.02,68446.84,66035.2,81.95,0,0,0
2024-10-21 00:00:00,69032.0,69519.52,68588.51,68939.99,4025.35,-1,0.0584,67336.68,68777.07,65896.29,83.06,1,0,0
2024-10-20 20:00:00,68508.3,69400.0,68461.93,69031.99,4653.9,1,0.0674,67423.72,69035.58,65811.86,81.37,0,0,0
2024-10-20 16:00:00,68625.99,68660.0,68422.0,68508.29,1137.38,-1,0.0166,67494.64,69172.18,65817.1,68.93,0,0,0
2024-10-20 12:00:00,68420.01,68772.7,68198.22,68625.99,3025.0,1,0.0441,67591.0,69274.77,65907.23,66.94,0,0,0
2024-10-20 08:00:00,68378.01,68500.0,68355.0,68420.01,1130.42,1,0.0165,67707.16,69274.92,66139.4,62.69,0,0,0
2024-10-20 04:00:00,68188.01,68433.5,68176.26,68378.0,1441.04,1,0.0211,67806.01,69259.17,66352.85,65.51,0,0,0
2024-10-20 00:00:00,68377.99,68446.0,68100.0,68188.0,1054.72,-1,0.0155,67890.55,69229.24,66551.86,61.99,0,0,0
2024-10-19 20:00:00,68181.98,68413.96,68168.45,68378.0,1681.39,1,0.0246,67957.3,69237.76,66676.84,62.87,0,0,0
2024-10-19 16:00:00,68226.94,68242.43,68010.0,68181.98,1019.59,-1,0.015,68007.12,69231.35,66782.89,59.96,0,1,0
2024-10-19 12:00:00,68090.3,68350.0,68088.0,68226.93,1346.91,1,0.0197,68042.31,69247.65,66836.97,60.59,0,0,0
2024-10-19 08:00:00,68346.54,68475.7,68090.3,68090.3,1655.36,-1,0.0243,68085.93,69247.56,66924.3,54.35,0,0,0
2024-10-19 04:00:00,68450.0,68560.0,68302.31,68346.54,1113.67,-1,0.0163,68145.75,69237.86,67053.64,63.99,0,0,0
2024-10-19 00:00:00,68427.99,68693.26,68303.03,68450.01,1376.74,1,0.0201,68210.43,69213.44,67207.42,53.78,1,0,0
2024-10-18 20:00:00,68608.01,68690.0,68204.1,68428.0,1793.25,-1,0.0262,68257.79,69206.21,67309.37,48.31,0,0,0
2024-10-18 16:00:00,68735.34,69000.0,68360.0,68608.01,5094.27,-1,0.0743,68329.65,69156.61,67502.69,42.79,0,0,0
2024-10-18 12:00:00,67702.0,68870.68,67642.71,68735.35,8981.93,1,0.1307,68372.5,69115.99,67629.01,43.65,0,0,0
2024-10-18 08:00:00,67969.69,68050.0,67674.98,67702.0,3604.46,-1,0.0532,68386.31,69072.14,67700.48,35.83,0,0,0
2024-10-18 04:00:00,67555.41,68378.95,67544.0,67969.7,4436.04,1,0.0653,68409.35,68993.76,67824.94,39.05,0,0,0
2024-10-18 00:00:00,67421.78,68260.92,67192.36,67555.4,4815.68,1,0.0713,68375.86,69047.43,67704.29,36.51,0,0,0
